"frame","mean.min.dist","mean.degree","sd.degree","max.degree","diameter","betweenness","efficiency","num.edges","num.vertices","cc.num","cc.mean.size","cc.max.size","singletons"
50,1.50667865752416,4.07317073170732,3.40436561229924,14,9,43.030487804878,0.0912885157554468,334,164,24,6.83333333333333,50,15
51,1.46399641998702,4.0969696969697,3.43622070194724,15,9,43.369696969697,0.091688516993395,338,165,24,6.875,51,15
52,1.55720928796239,4.05988023952096,3.45312953710527,15,9,42.6347305389222,0.0897219616990918,339,167,26,6.42307692307692,51,17
53,1.40819610255314,4.05882352941176,3.47042599631411,16,9,43.3588235294118,0.0892336974237427,345,170,27,6.2962962962963,53,19
54,1.48530582596755,4.02312138728324,3.46905549310605,16,9,43.4219653179191,0.0874776222269165,348,173,28,6.17857142857143,54,20
55,1.32383554026403,4.03351955307263,3.47365597861412,16,9,50.3631284916201,0.0905234428632206,361,179,26,6.88461538461539,56,17
56,1.51689509469639,4.06666666666667,3.51151338556231,16,9,49.2222222222222,0.0903713556599963,366,180,27,6.66666666666667,56,18
57,1.51368361782484,4.08648648648649,3.52214748615366,16,9,55.6162162162162,0.0933624773842165,378,185,25,7.4,62,17
58,1.49055671735245,4.20430107526882,3.57637636263888,16,9,55.8440860215054,0.0974468477694284,391,186,24,7.75,64,17
59,1.74342592330925,4.24598930481283,3.60755218293141,16,9,55.1978609625668,0.0968683400372205,397,187,25,7.48,64,18
60,1.68171144421817,4.33155080213904,3.64812800003828,16,9,54.4064171122995,0.0977304444097613,405,187,25,7.48,64,18
61,1.38850815909394,4.40837696335079,3.72201600498456,16,15,238.439790575916,0.127082194159902,421,191,23,8.30434782608696,129,18
62,1.57894030745441,4.41666666666667,3.74212378221194,16,15,236.041666666667,0.128298563741136,424,192,23,8.34782608695652,130,18
63,1.67336400239826,4.44559585492228,3.77193498397256,16,15,238.129533678756,0.128706117153332,429,193,23,8.39130434782609,131,18
64,1.50760575962637,4.47959183673469,3.76414826225545,16,15,249.270408163265,0.130451940495112,439,196,22,8.90909090909091,135,17
65,1.43437188787375,4.44776119402985,3.75479792567943,16,15,265.502487562189,0.129962184857707,447,201,22,9.13636363636364,140,17
66,1.53527867111655,4.48275862068965,3.75400093838667,16,14,220.546798029557,0.135046367328229,455,203,24,8.45833333333333,140,19
67,1.39197947352652,4.56585365853658,3.85418093305876,16,13,220.039024390244,0.137723257400445,468,205,24,8.54166666666667,142,19
68,1.67110515592505,4.59512195121951,3.84592674898839,16,13,223.321951219512,0.139390098317645,471,205,23,8.91304347826087,143,18
69,1.47078010131861,4.54976303317536,3.86943301380722,16,13,222.876777251185,0.135445315611192,480,211,26,8.11538461538461,145,21
70,1.55063940094004,4.5607476635514,3.87523149717338,16,13,222.714953271028,0.133562532904378,488,214,26,8.23076923076923,146,20
71,1.41805818115674,4.54794520547945,3.8778638871496,16,13,225.62100456621,0.132305453403229,498,219,27,8.11111111111111,149,20
72,1.34845094585357,4.48458149779736,3.87566496449336,16,13,224.233480176211,0.126557539247103,509,227,30,7.56666666666667,151,23
73,1.40416782528368,4.46808510638298,3.89746281611286,16,13,226.229787234043,0.122684009732564,525,235,32,7.34375,154,25
74,1.31098682280645,4.54852320675105,3.93629998292854,17,13,227.79746835443,0.122585945445847,539,237,32,7.40625,155,25
75,1.31029692479063,4.58091286307054,3.94792783156036,18,13,245.497925311203,0.126928276694874,552,241,28,8.60714285714286,161,23
76,1.42928338851974,4.64730290456432,3.96496151036802,18,15,285.398340248963,0.133497165966046,560,241,27,8.92592592592593,169,23
77,1.44894335705758,4.69958847736626,4.00571387290733,18,14,276.658436213992,0.134575668656375,571,243,28,8.67857142857143,170,24
78,1.43695114197121,4.65863453815261,4.01106530764452,18,14,278.353413654618,0.132193686357114,580,249,30,8.3,173,25
79,1.44463867593139,4.73306772908367,4.00655240217752,18,14,299.482071713147,0.136610505386601,594,251,26,9.65384615384615,179,21
80,1.31445938739122,4.77647058823529,4.07424154746913,19,14,296.552941176471,0.137868507558179,609,255,26,9.80769230769231,182,21
81,1.36006823814838,4.78599221789883,4.0664546002094,19,14,289.696498054475,0.137620076738815,615,257,26,9.88461538461539,182,21
82,1.37064246791506,4.79230769230769,4.07117402900662,19,14,303.642307692308,0.139984928034379,623,260,26,10,187,22
83,1.35980063193899,4.82575757575758,4.10507654207473,19,14,309.522727272727,0.140101287089707,637,264,26,10.1538461538462,190,22
84,1.3305987380472,4.91320754716981,4.132742400444,19,13,305.116981132075,0.141932232924943,651,265,26,10.1923076923077,191,22
85,1.33273700187395,4.96268656716418,4.19899527204429,19,13,298.134328358209,0.142217196487279,665,268,27,9.92592592592593,192,22
86,1.24857981907441,4.94160583941606,4.20320202963691,19,13,300.748175182482,0.140168762148789,677,274,26,10.5384615384615,195,21
87,1.49087476834274,4.97810218978102,4.22181176198342,19,13,299.456204379562,0.140596447274076,682,274,26,10.5384615384615,195,21
88,1.35448792812201,4.99280575539568,4.2655473159222,20,13,305.345323741007,0.140929850636886,694,278,26,10.6923076923077,197,22
89,1.32113850222633,4.98611111111111,4.27208116809303,20,20,745.347222222222,0.163797534928482,718,288,28,10.2857142857143,259,25
90,1.30786670193254,5.0446735395189,4.28808262111049,20,20,758.941580756014,0.163932532547716,734,291,27,10.7777777777778,262,23
91,1.30213388540215,5.11945392491468,4.31738248034648,22,21,790.945392491468,0.168126251599367,750,293,24,12.2083333333333,268,21
92,1.39800052353424,5.14965986394558,4.36766546228042,24,20,758.93537414966,0.171058768668962,757,294,24,12.25,269,21
93,1.42179120545889,5.2,4.38969107741103,24,20,762.813559322034,0.172787773516913,767,295,23,12.8260869565217,271,20
94,1.41987393143931,5.25423728813559,4.40467137746993,24,20,747.945762711864,0.1740650481404,775,295,23,12.8260869565217,271,20
95,1.15927428887625,5.29139072847682,4.47820770385325,24,19,752.658940397351,0.176195044182781,799,302,23,13.1304347826087,278,20
96,1.24751040452348,5.24675324675325,4.49366066441688,24,19,751.165584415584,0.171542675649104,808,308,26,11.8461538461538,280,22
97,1.3804269851685,5.25,4.52236315312536,24,19,762.269230769231,0.171610767441395,819,312,27,11.5555555555556,284,24
98,1.42961865131358,5.28253968253968,4.51813541957284,24,19,769.942857142857,0.172163193108623,832,315,27,11.6666666666667,287,24
99,1.38076497957268,5.33333333333333,4.55622660117117,25,19,779.24213836478,0.172431070364674,848,318,27,11.7777777777778,290,24
100,1.39934329991971,5.40251572327044,4.59408410819038,25,19,783.100628930818,0.174023782610026,859,318,26,12.2307692307692,291,23
101,1.27693130488932,5.45962732919255,4.634280754997,25,19,751.347826086957,0.173693064069194,879,322,27,11.9259259259259,292,23
102,1.25935088684141,5.5527950310559,4.63684367498712,25,19,763.018633540372,0.17607062819866,894,322,25,12.88,294,21
103,1.25340926692239,5.56923076923077,4.66325679248211,25,19,758.661538461538,0.176032884449386,905,325,26,12.5,296,22
104,1.35166454692878,5.6,4.65673546437686,25,19,754.815384615384,0.176781551841928,910,325,25,13,296,21
105,1.42228495886039,5.63803680981595,4.7091689103634,25,19,756.828220858896,0.177028196340679,919,326,25,13.04,297,21
106,1.57740137922028,5.65030674846626,4.70486980750965,25,19,756.748466257669,0.17708527627506,921,326,25,13.04,297,21
107,1.42043581696072,5.57738095238095,4.77805558880032,25,19,761.669642857143,0.173305565811643,937,336,29,11.5862068965517,303,25
108,1.30564482386071,5.42937853107345,4.76196404813026,25,19,798.884180790961,0.167925143276252,961,354,33,10.7272727272727,317,29
109,1.3186842092259,5.48169014084507,4.77476623674714,25,19,798.343661971831,0.168546947636617,973,355,32,11.09375,318,27
110,1.41031450366703,5.49162011173184,4.76961521515717,25,19,815.810055865922,0.170457503789654,983,358,31,11.5483870967742,323,27
111,1.40945573501285,5.52777777777778,4.78499343561639,25,19,812.855555555556,0.171917738404885,995,360,31,11.6129032258065,325,27
112,1.3784827364826,5.58888888888889,4.81211202699209,25,19,802.402777777778,0.174124313013079,1006,360,31,11.6129032258065,325,27
113,1.40282473857089,5.55068493150685,4.81934982869456,25,19,808.01095890411,0.172064116983948,1013,365,33,11.0606060606061,328,29
114,1.39424314091388,5.59562841530055,4.84616866193312,25,19,809.065573770492,0.1742580051468,1024,366,32,11.4375,330,28
115,1.40700714481725,5.62841530054645,4.83918494237459,25,19,812.270491803279,0.17547641586667,1030,366,31,11.8064516129032,331,27
116,1.2591435702746,5.64420485175202,4.85660181509199,25,19,860.940700808626,0.177461638353379,1047,371,30,12.3666666666667,340,27
117,1.25056594145948,5.71505376344086,4.87133529376407,25,19,868.276881720431,0.179039438786326,1063,372,29,12.8275862068966,342,26
118,1.40862484082369,5.73118279569892,4.88882279844911,25,19,867.137096774194,0.179285804792192,1066,372,29,12.8275862068966,342,26
119,1.29244256827759,5.70744680851064,4.89021312389993,25,19,879.992021276596,0.178912425122787,1073,376,29,12.9655172413793,346,26
120,1.2987150860976,5.72872340425532,4.90396568428289,25,19,878.303191489362,0.17925697214393,1077,376,29,12.9655172413793,346,26
