"traj","t","x","y"
1,1,36.7689498130341,8.06104362556877
1,2,37.5624083417481,8.61662132534559
1,3,37.626360112353,8.83389622754114
1,4,37.3968879475278,8.60077533027191
1,6,39.7385117057638,11.3307246736518
1,7,40.1218403810448,11.723991577672
1,8,42.039416224444,10.3325443823562
1,9,42.2463399728067,10.9215709859964
1,10,42.3339567206623,11.0360073961546
1,11,42.3965833117379,11.1097406760027
2,1,42.3033994006936,8.6045248936802
2,2,42.2634472660992,8.71692339616223
2,3,42.2224323672427,8.58554643033471
2,4,42.2567089500959,8.45135531386593
2,5,41.9087604398584,8.28579695908332
2,6,41.6027255885568,8.3884764759317
2,7,41.4725185384417,8.43092471587273
2,8,41.4810571327863,7.93901332173707
2,10,37.8236788025462,7.75820577352397
2,11,38.544831242448,9.73494306602028
2,12,38.3018607804012,9.54495428206113
2,13,38.3268072831449,10.0626812010774
2,14,38.254828586915,9.95021838791565
2,15,38.15374196619,9.66097307496399
2,16,38.1955622226923,9.7745034795169
2,17,38.2636240890169,9.61999246507262
2,18,38.3412995967766,9.56640181625068
2,19,38.1467184027399,9.68713996928106
2,20,38.2387369714774,9.6612813225948
2,21,38.1608703340305,9.86744459295645
2,22,38.1611027680493,9.62126739672253
2,23,38.3531206612779,9.81629197524575
2,24,38.3861042302686,10.1963089361651
2,25,38.4332956029466,9.48670790683129
2,26,38.4374806874598,9.5781840148417
2,27,36.0501340328876,10.3166279071393
2,28,36.124653426486,10.4685242681904
2,29,36.0792669564163,10.2899610402198
2,30,36.1043770176934,10.2127321551154
2,31,36.1624273518526,10.3309851464937
2,32,36.1510778435783,10.3596265616791
2,33,36.1723417303137,10.5060176138077
2,34,36.1568757330828,10.3870110528004
2,35,36.2616243357483,10.2706973287027
2,36,36.3156765919421,10.2580486065228
2,37,36.2870548907491,10.2815955286267
2,38,36.3012032931626,10.2930662946463
2,39,36.2969337787471,10.2614218454232
2,40,36.2715257509104,10.3534696049946
2,41,36.2530064192047,10.3095663422241
2,42,36.3101218787175,10.2255251870284
2,43,36.3404374858455,10.238419088538
2,44,36.2431447800294,10.3767586192365
2,45,36.2282402194896,10.4356649572148
2,46,36.1485392214909,10.5717105900556
2,47,36.1773124188702,10.5541084645143
2,48,36.2806250473627,10.4474371701595
2,49,36.2170119472685,10.4691940174794
2,50,36.170971494289,10.4815643497351
2,51,36.199042171626,10.5324496346517
2,52,36.1031127735069,10.6014161852069
2,53,35.9369417769756,10.9163713060209
2,54,36.0669067905258,10.4033352603103
2,55,36.4059335127605,10.4177921155823
2,56,36.6021471951636,10.5143378591486
2,57,36.6043704350005,9.23123072163016
2,58,36.5757744937977,9.18480357043126
2,59,37.22523703412,8.33863055590855
2,60,36.8789682290091,8.54935069658553
2,61,36.5459421917348,9.1675729739343
2,62,37.1645922732473,10.7860742300835
2,63,37.2953095851393,10.9151734515804
2,64,38.3329204582042,10.6145397189067
2,65,37.4683232266572,11.101019737998
2,66,37.3595697223816,11.4795557898335
2,67,37.3459967790331,11.4810476484835
2,68,38.1982591346593,11.147949859804
2,69,38.2379693574254,11.351659808087
2,70,38.1378989212038,10.8655582317554
2,71,37.9877685997211,10.9998815854056
2,72,37.599200140139,10.8892362366394
2,73,37.9494474492062,9.75380952108852
2,74,36.9460402051226,9.49036763653352
2,75,37.058358314128,9.86278181406238
2,76,36.8446388653544,9.19580107395374
2,77,36.9533315045064,9.94538763415038
2,78,36.9265805196172,9.70466840148648
2,79,38.1071427671348,9.13411485857778
2,80,37.9315622213122,9.22345135196571
2,81,37.2004076035764,10.052466608238
2,82,37.216677614795,10.1162765109529
2,83,37.4535606479449,10.0226811424265
2,84,37.4650372905366,10.2731068165755
2,85,37.5539060682152,11.2198704357096
2,86,37.974083842439,11.6303360026471
2,87,37.6326552495622,11.4830878368247
2,88,36.7381726846468,12.0796222870443
2,89,36.1945672925506,12.3619757499413
2,90,36.3613338740519,12.64458193541
2,91,36.5402794670824,12.7567913470901
2,92,36.6312149170409,12.8028548999368
2,94,34.8058867206463,14.5777682271298
2,95,35.5175711376612,11.8541938140316
2,96,35.6757691715884,12.4147890552606
2,97,35.8583222867241,12.1667739362305
2,98,36.2207753424101,11.988129186023
2,99,35.3411890718702,11.1603484870267
2,100,35.9112951270806,11.6278914416675
2,101,35.9774683471679,11.6710322189085
2,102,36.0987750904155,11.4314197869453
2,103,39.1838648572081,9.8150526574737
2,104,39.7586619887371,10.1753975484569
2,105,39.0487686248553,7.06149213376644
2,106,39.5862543705717,6.81041144988477
2,107,39.8446162864755,6.83584423148953
2,108,39.8204353958288,7.09683010253679
2,109,39.277149803846,6.79098960772838
2,110,39.2730882871534,6.89976917211309
2,111,39.0684180359835,5.86345054743117
3,1,45.5443613127117,7.15786141055039
3,2,45.3516314657064,7.08201030793196
3,3,45.1463898775492,6.9581017797876
3,4,45.1495039892868,6.95574244144597
3,5,45.1324003088064,7.09411162325008
3,6,45.1171612641458,6.8446285592456
3,7,45.1637852536314,6.88329669478919
3,8,45.0939294622971,6.89643938232934
3,9,45.1552486889847,6.91101936998435
3,10,45.0556169686595,7.13879047493039
3,11,44.7030234765296,6.59464869531797
3,12,44.3417971092921,6.15350547762522
3,13,44.3461451920304,6.10526417015668
3,14,44.4033669958931,6.15838029222373
3,15,44.4495350376827,6.26151807141829
3,16,44.4853450253957,6.30280295992916
3,17,44.4200542372671,6.19705197141079
3,18,44.4272750061055,6.31847218582354
3,19,44.3881052872285,6.40426450560388
3,20,44.5048840555031,6.60811290776659
3,21,44.1178172898286,6.55878359337755
3,22,44.2037374676611,6.55573739910309
3,23,44.0811685879741,6.50232127856308
3,24,44.2074606537139,6.52265279874189
3,25,44.2343946972138,6.43627526910026
3,26,44.1956154282721,6.54133484725782
3,27,44.039628923671,6.5886733771866
3,28,44.0013967181031,6.56615701997112
4,1,41.1037910212534,7.73575360823797
4,2,41.2621140464688,7.70401541188331
4,3,41.2777400524076,7.51131063176154
4,4,38.4212520905392,9.77797523920142
4,5,39.2552162441495,10.7794913828488
4,6,39.0163889217457,10.5240448538496
4,7,39.4488046444188,10.9842539512729
4,8,42.1497452185085,9.64736182046165
4,9,41.8517686461207,8.97184480579271
4,10,42.1135604955474,9.58488017009469
4,11,42.0660617912734,9.65860605887466
4,12,42.2279223330962,9.81954275256625
4,13,42.0843670013056,9.91822555924938
4,14,42.0038532455554,10.0131969963901
4,15,42.0142046703421,9.93472485296294
4,16,42.0188541140193,9.66871398827338
4,17,41.96497220898,9.72546621989293
4,18,41.9913051206319,9.77910453377641
4,19,42.0587866828628,9.8113156955943
4,20,42.0045476127126,9.81674175027541
4,21,41.9967788399196,9.83050718932618
4,22,41.9667433452052,9.91840865487975
4,23,39.4804878071875,11.0558219289209
4,24,40.478876754046,12.1277658964775
4,25,40.9634263669151,12.5969507034519
4,26,41.5242233404592,12.8331823478945
4,27,41.0080115603717,12.6650270988766
4,28,40.0173316040913,11.7086004941855
4,29,40.4744725067178,12.2474423468592
4,30,40.6876669710746,12.682925400745
4,31,40.751892893145,12.7394380706405
4,32,40.7644414850287,12.5723094125448
4,33,40.9207930835741,12.6858119838409
4,34,40.8731413289104,12.6990440368926
4,35,40.8123016697761,12.8694642041089
4,36,40.7598465800686,12.8344906617448
4,37,40.8589246863706,12.8708207065435
4,38,40.8713729140034,12.8982266299386
4,39,40.8368204435267,12.9097408932618
4,40,40.7842292192707,12.7941345104434
4,41,40.8541897653882,12.8175328867121
4,42,40.8632832032482,12.93426699633
4,43,40.8527240441732,12.9055443682924
4,44,40.895527209566,12.9356216830585
4,45,40.6125634641916,13.1316509705047
4,46,40.7111791897665,14.5735127217513
4,47,40.3599153298839,14.7376280942501
4,48,40.4069471164009,14.6142443394734
4,49,38.8651759287852,16.003027020076
4,50,37.9409632365658,14.9019172398559
4,51,37.5794074941023,16.0496890796603
4,52,37.8780653702945,16.4756505998928
4,53,36.4890819012476,16.2663965812334
4,54,34.7031671039769,16.1558980129981
4,55,35.1647039016296,14.6159809380616
4,56,35.8217756784213,14.0527303351421
4,57,35.7346371283674,14.478313995803
4,58,35.5591269325038,14.5978215595012
4,59,36.1013256799509,12.154886710108
4,60,36.0096051261519,13.0447881477253
4,61,36.4867305185497,12.2845546850655
4,62,36.2220307922269,13.0065594626635
5,1,46.7285406914595,11.2746642529411
5,2,46.6815588210217,11.1869395539635
5,3,46.4339721517187,11.2477046275546
5,4,46.7945899929775,11.0283855968468
5,5,46.7923093277824,10.9351888133762
5,6,46.9224609708813,11.0135555422286
5,7,46.7528198286978,10.9576986827839
5,8,46.7025238332248,11.0367661686822
5,9,46.7911216374061,10.8725568476595
6,1,45.124659370505,11.8575177446119
6,2,45.1892450250939,11.8528681005881
6,3,45.1120022434072,11.7933206590627
6,4,45.1610446697594,11.8056815037347
6,5,45.224223247933,11.7931744487216
6,6,43.4657922272538,12.2280773048523
6,7,43.6895456859297,11.8382067128239
6,8,43.6153183389828,11.8129875177955
6,9,43.5777399305457,11.9438168533175
6,10,43.5817045695354,11.7670826905415
6,11,43.5719166275115,11.7968623722628
6,12,43.6884774553127,11.8852091338767
6,13,45.5277187539417,11.6660212689624
6,14,45.5814267053501,11.7303043145044
6,15,45.7489236954072,11.6901939677955
6,16,45.7830729718474,11.8149852676817
6,17,45.7594784754439,11.8664834941258
6,18,45.8255155914848,11.8865773489771
6,19,45.8656917458685,12.0190036779553
6,20,45.8539123836003,11.8477102200928
6,21,45.7976214306757,11.8920790452715
6,22,45.8514512673273,11.972732640833
6,23,45.8604283393111,11.876066808644
6,24,45.8815791416489,11.9635386821173
6,25,45.8789063675885,11.9487237390966
6,26,45.9169219153056,12.1028251922351
6,27,46.0419251971772,12.253763701113
6,28,45.9654469830224,12.1855497211328
6,29,45.9400900743293,12.215020167128
6,30,45.9602266576136,12.1795311662344
6,31,45.9507837344668,12.2730479769911
6,32,45.9834040437836,12.2389597816618
6,33,46.0017714632466,12.2430769959218
6,34,45.9471593126546,12.2926406257304
6,35,46.0178953346489,12.2507579014452
6,36,46.0021242085747,12.2636257975905
6,37,45.9795252208569,12.2603538378572
6,38,46.0152668144233,12.2414856713401
6,39,46.0665888969255,12.2799749634232
6,40,46.0547204185018,12.3713193604214
6,41,46.0436515035227,12.355913717985
6,42,46.0278212749616,12.3492821509298
6,43,46.0306596928868,12.3507394580949
6,44,46.0525607251658,12.3751834021841
6,45,46.0709011683593,12.3833304970207
6,46,46.1258348229371,12.3500254675271
6,47,46.1317539206927,12.2994453515521
6,48,46.1167600032933,12.3584287707397
6,49,46.1405015345915,12.3063034744679
6,50,46.0928812937522,12.3553085095927
6,51,46.1268834452682,12.385417463089
6,52,46.1062100858335,12.3764468097939
6,53,46.0488704075271,12.3409574175332
6,54,46.0971848177124,12.4209640315772
6,55,46.1434125490329,12.4621457967876
6,56,46.1051636322066,12.463564622537
6,57,46.1562901236714,12.4481274688758
6,58,46.1438104244976,12.4604025528307
6,59,46.0635611367637,12.5252910606001
6,60,46.1838009478821,12.4606999500893
6,61,46.1899383956714,12.4864759870624
6,62,46.1573630541501,12.5653607132283
6,63,46.1251905287604,12.6026980318614
6,64,46.054922871863,12.5568892899082
6,65,45.8469764841355,12.6268925465488
6,66,45.9773837506286,12.8057910920864
6,67,45.9384704685954,12.8796413877193
6,68,46.000714079048,12.8747278182432
6,69,45.9238135575042,12.9160479242465
6,70,45.8651939191975,12.8330071692158
6,71,45.5351937444228,12.9323093782078
6,72,45.3531890237093,13.0567943727735
6,73,45.3631850120442,13.0767795853184
6,74,45.4960926796238,12.9809715270449
6,75,45.5152632049284,13.153121775627
6,76,45.4279657014314,13.221149302094
6,77,45.4406114203781,13.2763404926949
6,78,45.4397295783237,13.282669907827
