"frame","mean.min.dist","mean.degree","sd.degree","max.degree","diameter","betweenness","efficiency","num.edges","num.vertices","cc.num","cc.mean.size","cc.max.size","singletons"
66,2.54798189636758,2.20689655172414,1.68535367231983,7,15,101.597701149425,0.120389104791671,96,87,17,5.11764705882353,60,13
67,2.65600780412054,2.20689655172414,1.68535367231983,7,15,101.597701149425,0.120389104791671,96,87,17,5.11764705882353,60,13
68,2.88615776001292,2.20689655172414,1.68535367231983,7,15,101.597701149425,0.120389104791671,96,87,17,5.11764705882353,60,13
69,2.68705190899827,2.20689655172414,1.68535367231983,7,15,101.597701149425,0.120389104791671,96,87,17,5.11764705882353,60,13
70,2.47003152067694,2.20454545454545,1.68944723946077,7,15,104.102272727273,0.120761774797825,97,88,17,5.17647058823529,61,13
71,2.63141941616813,2.22727272727273,1.71355161671766,7,15,102.943181818182,0.122025635603222,98,88,17,5.17647058823529,61,13
72,2.44139992066592,2.2247191011236,1.70395801930764,7,16,107.595505617978,0.12143569140824,99,89,17,5.23529411764706,62,13
73,2.42700328603398,2.2247191011236,1.70395801930764,7,16,107.595505617978,0.12143569140824,99,89,17,5.23529411764706,62,13
74,2.38991776047679,2.22222222222222,1.73385183832225,7,16,106.366666666667,0.11892438640566,100,90,18,5,62,14
75,2.80689172926929,2.19565217391304,1.73039492687717,7,16,108.076086956522,0.116495997035295,101,92,19,4.84210526315789,63,15
76,2.72476728209892,2.19354838709677,1.75856948111692,7,16,106.849462365591,0.114263419882284,102,93,20,4.65,63,16
77,2.5423931326532,2.21276595744681,1.75286150337425,7,16,103.351063829787,0.11397740423993,104,94,20,4.7,63,15
78,2.26064324380344,2.16326530612245,1.78015334420578,7,16,107.438775510204,0.109829085810045,106,98,22,4.45454545454545,65,17
79,2.70388159480778,2.16161616161616,1.77112365294517,7,17,112.434343434343,0.109321093395632,107,99,22,4.5,66,17
80,2.51250867718003,2.2020202020202,1.78416960608043,7,17,124.666666666667,0.117065734574102,109,99,20,4.95,69,16
81,2.55779990741679,2.2020202020202,1.78416960608043,7,17,124.666666666667,0.117065734574102,109,99,20,4.95,69,16
82,2.35917119677292,2.21782178217822,1.79779843361841,7,17,125.514851485149,0.115812585185474,112,101,21,4.80952380952381,70,17
83,2.25940985561038,2.23762376237624,1.80082489349456,7,17,125.366336633663,0.116060109937949,113,101,21,4.80952380952381,70,17
84,2.61513514231222,2.25742574257426,1.80916259825663,7,17,125.287128712871,0.116317535680523,114,101,21,4.80952380952381,70,17
85,2.37642352109492,2.25490196078431,1.82765485459396,7,17,124.019607843137,0.114214758659156,115,102,22,4.63636363636364,70,18
86,2.30577656147083,2.25242718446602,1.82959572627581,7,17,125.873786407767,0.115024600453515,116,103,22,4.68181818181818,71,18
87,2.35990424538208,2.30769230769231,1.7957713169702,7,17,142.211538461538,0.118713614402067,120,104,20,5.2,74,16
88,2.1620617580745,2.28571428571429,1.80125109146546,7,17,140.857142857143,0.116452402699171,120,105,21,5,74,17
89,2.19990998219353,2.2803738317757,1.83670332504039,7,17,135.14953271028,0.114030530289982,122,107,23,4.65217391304348,74,19
90,2.15812746870472,2.27777777777778,1.82318061062003,7,17,133.898148148148,0.112091924069659,123,108,23,4.69565217391304,74,18
91,2.26817676161621,2.2962962962963,1.84572888755128,7,17,133.583333333333,0.112526660096295,124,108,23,4.69565217391304,74,18
92,2.28636028470205,2.34862385321101,1.86277444803191,7,17,153.220183486239,0.119011991980002,128,109,21,5.19047619047619,78,17
93,2.16476791038327,2.3963963963964,1.92721786888995,8,17,184.468468468468,0.129411873449307,133,111,21,5.28571428571429,85,18
94,2.09093531400007,2.39285714285714,1.92824965140583,8,17,189.017857142857,0.129238726192508,134,112,21,5.33333333333333,86,18
95,2.31623318607714,2.42105263157895,1.93200678300952,8,17,183.175438596491,0.126301998117664,138,114,23,4.95652173913043,86,20
96,2.23131245790774,2.4695652173913,1.95260392553319,8,15,179.339130434783,0.129032266572312,142,115,23,5,87,20
97,2.28256625972143,2.48695652173913,1.9617626221876,8,15,178.713043478261,0.129373223606633,143,115,23,5,87,20
98,2.73494421508151,2.48695652173913,1.9617626221876,8,15,178.713043478261,0.129373223606633,143,115,23,5,87,20
99,2.42439554088233,2.52991452991453,2.02387750742126,9,17,220.213675213675,0.138180944131235,148,117,23,5.08695652173913,94,21
100,2.38267847613502,2.52100840336134,2.02881254196568,9,17,226.941176470588,0.138218196604278,150,119,23,5.17391304347826,96,21
101,2.61008090133149,2.53781512605042,2.02019430164017,9,17,226.932773109244,0.138289411530926,151,119,23,5.17391304347826,96,21
102,2.25777084073237,2.52459016393443,2.07787683578595,10,17,228.516393442623,0.13763359463179,154,122,24,5.08333333333333,98,22
103,2.53057741877369,2.55737704918033,2.07722470733384,10,17,231.975409836066,0.141195271405091,156,122,23,5.30434782608696,99,21
104,2.82085552535902,2.55284552845528,2.12017340781872,11,16,225.69918699187,0.14044771257886,157,123,24,5.125,99,22
105,2.87176555259888,2.53225806451613,2.12394587482891,11,16,223.879032258065,0.138182426892104,157,124,25,4.96,99,23
106,2.63440841779131,2.51968503937008,2.11888857397018,11,16,229.708661417323,0.135726596862705,160,127,26,4.88461538461539,101,24
107,2.9112438599497,2.53543307086614,2.12616084292999,11,16,229.661417322835,0.13587241196915,161,127,26,4.88461538461539,101,24
108,2.92671627063141,2.53125,2.13680717002957,11,16,232.125,0.136347312396156,162,128,26,4.92307692307692,102,24
109,2.97036299964837,2.546875,2.14020153219859,11,16,232.0546875,0.136527758590382,163,128,26,4.92307692307692,102,24
110,2.91468949077727,2.54263565891473,2.13602928913229,11,16,236.472868217054,0.136379478012836,164,129,26,4.96153846153846,103,24
111,2.62329714426338,2.53030303030303,2.14169581784481,11,16,244.863636363636,0.137021779015186,167,132,26,5.07692307692308,106,24
112,2.51176174532997,2.51127819548872,2.14481948577646,11,16,243.022556390977,0.134961301135259,167,133,27,4.92592592592593,106,25
113,2.48604258158376,2.52238805970149,2.14060780459416,11,16,251.776119402985,0.136968981217663,169,134,26,5.15384615384615,108,24
114,2.70194670702516,2.5,2.13263877582401,11,16,248.073529411765,0.133064334600282,170,136,27,5.03703703703704,108,24
115,2.55954580110919,2.54014598540146,2.1557535823798,11,16,257.313868613139,0.138820535232622,174,137,26,5.26923076923077,111,24
116,2.65761806808382,2.54014598540146,2.1557535823798,11,16,257.313868613139,0.138820535232622,174,137,26,5.26923076923077,111,24
117,3.14601194998155,2.52173913043478,2.15872830672441,11,16,255.449275362319,0.136808643417656,174,138,27,5.11111111111111,111,25
118,2.72936798277766,2.56521739130435,2.13061288512594,11,16,255.36231884058,0.137182422464872,177,138,25,5.52,111,21
119,3.32941889000817,2.57971014492754,2.1607365404238,11,16,253.36231884058,0.137988607299937,178,138,25,5.52,111,21
120,3.41050739570838,2.57971014492754,2.1607365404238,11,16,253.36231884058,0.137988607299937,178,138,25,5.52,111,21
